AirName,AircraftModel,Comments,DateFlown,EntertainmentRating,FoodRating,GroundServiceRating,OverallScore,Recommended,ReviewDate,ReviewTitle,ReviewrCountry,Route,SeatComfortRating,SeatType,ServiceRating,TravelType,ValueRating,WifiRating
British Airways,A320,,October 2023,0,1,1,1,,17th October 2023,"""gave up being a full-service airline""", (United Kingdom) ,Geneva to London Heathrow,1,Economy Class,2,Solo Leisure,2,0
British Airways,,,October 2023,4,3,1,1,,17th October 2023,“I hate British Airways!”, (United Kingdom) ,Istanbul via London,1,Economy Class,3,Couple Leisure,1,0
British Airways,A320,,September 2023,0,4,1,5,,16th October 2023,"""2½ hours before the bags finally arrived"" ", (United Kingdom) ,Porto to London ,4,Business Class,5,Couple Leisure,4,0
British Airways,A320-232,,October 2023,0,1,1,3,,14th October 2023,"""left on your own and nobody cares""", (United Kingdom) ,London Heathrow to Geneva,2,Economy Class,4,Solo Leisure,4,1
British Airways,A320,,October 2023,1,1,3,5,,14th October 2023,"""Club Europe is simply a joke""", (United Kingdom) ,London to Istanbul,3,Business Class,4,Business,2,1
British Airways,,,October 2023,2,3,2,4,,12th October 2023,"""Very second rate shoddy airline""", (United Kingdom) ,London Gatwick to Punta Cana,3,Economy Class,3,Couple Leisure,2,0
British Airways,,,July 2023,3,3,5,1,,12th October 2023,"""some sort of medieval torture""", (United Kingdom) ,London to Hong Kong,1,Business Class,5,Solo Leisure,1,0
British Airways,A320,,October 2023,0,1,1,1,,11th October 2023,"""Never again BA"" ", (United Kingdom) ,Catania to Gatwick,1,Economy Class,1,Couple Leisure,1,0
British Airways,,,September 2023,0,0,1,2,,11th October 2023,"""BA Gatwick are not BA"" ", (United Kingdom) ,Gatwick to Venice ,0,Economy Class,0,Couple Leisure,1,0
British Airways,A321,,October 2023,0,1,1,1,,10th October 2023,"""Boarding flight took an hour"" ", (United Kingdom) ,Berlin to London,3,Economy Class,1,Solo Leisure,1,0
British Airways,,,September 2023,4,1,1,1,,8th October 2023,"""our luggage was soaking wet""", (United Kingdom) ,Atlanta to Glasgow via London,3,Economy Class,3,Couple Leisure,3,4
British Airways,Boeing 787,,October 2023,1,2,1,1,,7th October 2023,"""The worst airline I have ever flown""", (United Kingdom) ,Singapore to Sydney,1,Economy Class,1,Couple Leisure,1,0
British Airways,Boeing 777,,October 2023,4,5,5,10,yes,7th October 2023,"""Excellent service levels""", (United Kingdom) ,London to New York JFK,5,First Class,5,Solo Leisure,5,5
British Airways,BA366,,August 2023,1,1,1,1,,5th October 2023,"""British Airways was absolutely shocking""", (United Kingdom) ,Heathrow to Marseille,1,Business Class,1,Couple Leisure,1,1
British Airways,A380,,October 2023,0,1,2,2,,3rd October 2023,"""service was mediocre at best""", (United Kingdom) ,Chicago to Manchester via Heathrow,2,Economy Class,3,Couple Leisure,2,0
British Airways,A320,,September 2023,0,2,1,2,,2nd October 2023,"""BA standards continue to decline""", (United Kingdom) ,London Heathrow to Munich,2,Business Class,1,Business,1,1
British Airways,A320,,September 2023,0,2,1,2,,2nd October 2023,"""won the race to the bottom"" ", (United Kingdom) ,Heathrow to Istanbul,2,Business Class,3,Couple Leisure,1,0
British Airways,A320,,October 2023,0,2,1,3,,2nd October 2023,"""Not a reliable airline""", (United Kingdom) ,London to Geneva,4,Economy Class,4,Business,1,0
British Airways,,,September 2023,1,1,1,1,,30th September 2023,"""It is a national disgrace""", (United Kingdom) ,Athens to London,1,Business Class,1,Couple Leisure,1,1
British Airways,,,September 2023,4,2,1,3,,30th September 2023,"""The worst journey in my life""", (United Kingdom) ,Milan to San Jose via London,3,Economy Class,3,Business,1,1
British Airways,777-300 and A320,,September 2023,3,4,3,4,,28th September 2023,"""Very disappointed""", (United Kingdom) ,Dallas to Dubrovnik via Heathrow,1,First Class,4,Couple Leisure,2,3
British Airways,A321,,September 2023,0,1,1,1,,28th September 2023,"""the service was shockingly bad""", (United Kingdom) ,London to Seville,2,Business Class,1,Business,1,0
British Airways,,,September 2023,3,1,2,1,,27th September 2023,"""Never again will I fly BA""", (United Kingdom) ,London Heathrow to Tokyo,1,Economy Class,1,Couple Leisure,1,0
British Airways,,,August 2023,1,2,1,1,,23rd September 2023,"""never fly this awful airline again"" ", (United Kingdom) ,Miami to Dublin via London Heathrow,1,Business Class,3,Solo Leisure,1,1
British Airways,,,September 2023,0,3,1,1,,22nd September 2023,"""I’ll never fly with them again""", (United Kingdom) ,Prague to San Francisco via London,1,Business Class,3,Business,1,1
British Airways,,,September 2023,1,1,1,1,,22nd September 2023,"""the worst of the worst""", (United Kingdom) ,London to Glasgow,1,Economy Class,1,Business,1,1
British Airways,,,August 2023,3,3,1,1,,20th September 2023,"""everyone refused to help us"" ", (United Kingdom) ,San Diego to Marseille via London ,3,Economy Class,2,Family Leisure,3,1
British Airways,A350,,August 2023,3,2,1,1,,20th September 2023,"""not a single feedback from British Airways""", (United Kingdom) ,Hamburg to Las Vegas via London,2,Premium Economy,2,Business,1,0
British Airways,,,July 2023,0,0,0,1,,19th September 2023,"""never fly British Airways again""", (Switzerland) ,London to Los Angeles,0,Economy Class,0,Family Leisure,1,0
British Airways,A320,,September 2023,0,3,4,6,yes,18th September 2023,"""Club Europe doesn’t feel very premium""", (Switzerland) ,London Heathrow to Porto,3,Business Class,4,Couple Leisure,4,0
British Airways,,,September 2023,0,0,3,1,,16th September 2023,"""the worst airline in the UK""", (Switzerland) ,London to Dalaman,0,Economy Class,0,Couple Leisure,1,0
British Airways,,,September 2023,0,0,0,2,,15th September 2023,"""Worst BA experience""", (Switzerland) ,Johannesburg to Milan via London,0,Economy Class,0,Solo Leisure,2,0
British Airways,,,April 2023,0,0,1,1,,13th September 2023,"""the worst airline service""", (Switzerland) ,Madrid to Vancouver via London,3,Business Class,3,Business,1,0
British Airways,Boeing 787,,September 2023,0,4,2,8,yes,11th September 2023,"""service on board was impeccable""", (Switzerland) ,London to Santiago,3,Business Class,5,Couple Leisure,5,0
British Airways,A320,,September 2023,0,0,1,1,,10th September 2023,"""a national disgrace""", (Switzerland) ,London Heathrow to Faro,0,Business Class,0,Couple Leisure,1,0
British Airways,,,September 2023,1,1,3,1,,9th September 2023,"""The worst service ever""", (Switzerland) ,Kuwait to Lisbon via London,3,Economy Class,1,Solo Leisure,3,1
British Airways,A320,,September 2023,1,1,1,1,,6th September 2023,"""Cannot recommend""", (Switzerland) ,London to Munich,1,Economy Class,3,Couple Leisure,1,1
British Airways,,,September 2023,0,0,1,1,,4th September 2023,"""BA is worse than a low cost carrier""", (Switzerland) ,Frankfurt to London City,1,Economy Class,0,Solo Leisure,1,0
British Airways,A321,,August 2023,0,3,4,8,yes,4th September 2023,"""less than a premium experience""", (Iceland) ,London to Keflavik,3,Business Class,4,Couple Leisure,4,3
British Airways,Boeing 777-200,,August 2023,3,3,4,8,yes,4th September 2023,"""good, but not spectacular""", (Iceland) ,Mumbai to London,4,Business Class,3,Couple Leisure,4,3
British Airways,,,September 2023,3,3,4,2,,4th September 2023,"""Lies and misleading unprofessional service""", (Iceland) ,Houston to London Heathrow,2,Premium Economy,4,Business,1,0
British Airways,A380,,September 2023,1,2,3,1,,2nd September 2023,"""avoid BA like the plague""", (Iceland) ,London to Miami,1,Business Class,1,Solo Leisure,1,0
British Airways,Boeing 777,,August 2023,1,1,1,1,,1st September 2023,"""British Airways absolutely does not care""", (Iceland) ,Los Angeles to London,1,Economy Class,1,,1,0
British Airways,,,June 2023,0,0,1,1,,1st September 2023,"""utter abdication of responsibility""", (Iceland) ,New York JFK to Malaga via London,1,Economy Class,3,Couple Leisure,1,0
British Airways,,,July 2023,1,1,1,1,,31st August 2023,"""express our displeasure and concerns""", (Iceland) ,Chicago to Rome via London,3,Premium Economy,1,Couple Leisure,1,1
British Airways,A320,,August 2023,1,1,1,1,,30th August 2023,"""they are the worst in Europe""", (Iceland) ,London to Malaga,1,Business Class,1,Solo Leisure,1,1
British Airways,,,August 2023,0,0,1,1,,30th August 2023,"""customer service being so horrible""", (Iceland) ,Frankfurt to London Heathrow,1,Economy Class,1,Solo Leisure,1,0
British Airways,A320,,August 2023,0,1,1,1,,28th August 2023,"""appalling customer service""", (Iceland) ,Tenerife to Gatwick,1,Business Class,3,Couple Leisure,1,1
British Airways,A320,,August 2023,0,2,1,3,,27th August 2023,"""standards are worse than ever"" ", (United Kingdom) ,London Heathrow to Malaga ,2,Business Class,2,Business,2,1
British Airways,,,June 2023,0,0,0,1,,27th August 2023,"""still waiting for reimbursement""", (United Kingdom) ,Newark to London,0,Economy Class,0,Couple Leisure,1,0
British Airways,,,August 2023,0,0,2,1,,27th August 2023,"""unprofessional, uncaring""", (United Kingdom) ,London to Johannesburg,3,Business Class,2,Business,1,0
British Airways,Boeing 777-300,,August 2023,5,3,5,8,yes,26th August 2023,"""Nice flight, good crew, very good seat""", (United Kingdom) ,LHR to LAX,4,Business Class,5,Couple Leisure,4,0
British Airways,,,December 2022,0,0,1,1,,26th August 2023,"""Such a horrible experience""", (United Kingdom) ,Delhi to Vancouver via London,1,Economy Class,1,Family Leisure,1,0
British Airways,,,June 2023,0,0,0,1,,25th August 2023,"""Never again, BA""", (United Kingdom) ,Copenhagen to London,0,Economy Class,0,Solo Leisure,1,0
British Airways,A320neo,,July 2023,0,1,3,4,yes,24th August 2023,"""ravioli pasta had dried out""", (United Kingdom) ,Larnaca to London Heathrow,3,Business Class,3,Solo Leisure,1,0
British Airways,A380,,August 2023,2,3,1,7,yes,19th August 2023,"""Great customer service""", (United Kingdom) ,Washington to London,4,Economy Class,5,Family Leisure,4,0
British Airways,A380,,August 2023,5,5,4,8,yes,13th August 2023,"""Cabin crew were all fantastic""", (United Kingdom) ,London to Miami,4,Business Class,5,Family Leisure,4,5
British Airways,,,August 2023,0,0,1,2,,12th August 2023,"""asked us to check our bags""", (United Kingdom) ,London to Paris,1,Economy Class,1,Family Leisure,1,0
British Airways,,,August 2023,1,1,1,2,,11th August 2023,"""service is extremely poor""", (United Kingdom) ,London to Algiers,1,Economy Class,1,Family Leisure,1,1
British Airways,Embraer-190,,July 2023,0,3,5,10,yes,8th August 2023,"""superior to mainline British Airways""", (United Kingdom) ,Edinburgh to London City,4,Economy Class,4,Couple Leisure,5,0
British Airways,,,August 2023,0,0,1,1,,8th August 2023,"""Staff quite unpleasant""", (United Kingdom) ,London to Vienna,3,Economy Class,3,Solo Leisure,2,0
British Airways,A380 / A320,,July 2023,5,4,1,1,,8th August 2023,"""They lost my baggage""", (United Kingdom) ,San Francisco to Warsaw via London,3,Economy Class,5,Business,1,3
British Airways,Embraer,,August 2023,0,1,1,1,,5th August 2023,"""leaving two hours late"" ", (United Kingdom) ,Frankfurt to London City,3,Economy Class,3,Business,1,0
British Airways,,,August 2023,0,0,1,1,,4th August 2023,"""flight is delayed"" ", (United Kingdom) ,London to Lyon,0,Economy Class,0,Solo Leisure,1,0
British Airways,Boeing 777,,July 2023,5,5,5,10,yes,1st August 2023,"""Couldn't recommend BA more""", (United Kingdom) ,London to Hong Kong,5,Business Class,5,Solo Leisure,5,0
British Airways,,,July 2023,0,1,1,1,,31st July 2023,"""bumped off due to overselling""", (United Kingdom) ,Gatwick to Montpelier,3,Economy Class,3,Couple Leisure,1,0
British Airways,Boeing 787-8,,July 2023,3,5,4,9,yes,31st July 2023,"""a very comfortable flight""", (United Kingdom) ,London to Mumbai,4,Business Class,5,Couple Leisure,4,0
British Airways,A320,,July 2023,0,4,2,6,yes,31st July 2023,"""good onboard service""", (United Kingdom) ,Keflavik  to London,3,Business Class,5,Couple Leisure,3,4
British Airways,,,May 2023,0,0,1,1,,29th July 2023,"""they have really gone downhill""", (Canada) ,Gibraltar to London Heathrow,1,Economy Class,1,Solo Leisure,1,0
British Airways,A321,,July 2023,0,0,1,1,,26th July 2023,"""lives in their past glory""", (Canada) ,Madrid to London,1,Business Class,1,Family Leisure,1,0
British Airways,,,July 2023,1,1,1,2,,26th July 2023,"""Check-in Desk rude and dismissive""", (Canada) ,Rhodes to Gatwick,2,Economy Class,3,Family Leisure,2,1
British Airways,,,July 2023,1,1,1,1,,25th July 2023,"""All in all, terrible""", (Canada) ,Barcelona to London,1,Economy Class,4,Family Leisure,1,1
British Airways,,,November 2022,0,0,0,1,,24th July 2023,"""cancelled the rebooked flight""", (Canada) ,Inverness to Los Angeles via London,0,Premium Economy,0,Couple Leisure,1,0
British Airways,,,July 2023,0,0,1,1,,21st July 2023,"""Zero empathy was shown""", (Canada) ,London City Airport to Frankfurt,3,Economy Class,3,Couple Leisure,1,0
British Airways,E190,,July 2023,0,3,1,4,,21st July 2023,"""pilot apologise at every step of the way""", (Canada) ,Amsterdam to London City ,3,Economy Class,4,Business,2,0
British Airways,A320,,June 2023,0,4,5,8,,20th July 2023,"""crew were always ready to top up drinks""", (Canada) ,Dalaman to Gatwick ,3,Business Class,5,Couple Leisure,3,0
British Airways,Boeing 787,,June 2023,3,1,3,2,,20th July 2023,"""The service is really mediocre""", (Canada) ,Seattle to London Heathrow,2,Economy Class,2,Solo Leisure,3,0
British Airways,A320,,June 2023,0,1,1,2,,20th July 2023,"""made their economy experience so miserable""", (Canada) ,Gatwick to Dalaman ,1,Economy Class,1,Couple Leisure,1,0
British Airways,,,July 2023,0,0,1,1,,18th July 2023,"""Customer Service does not exist""", (United Kingdom) ,London to Rhodes,1,Business Class,1,Family Leisure,1,0
British Airways,A320 A350,,June 2023,3,4,4,9,yes,17th July 2023,"""another great experience""", (United Kingdom) ,Newcastle to Las Vegas via Heathrow,4,Business Class,5,Family Leisure,4,0
British Airways,A380,,June 2023,0,1,1,1,,17th July 2023,"""Not recommended"" ", (United Kingdom) ,London to Miami,1,Business Class,1,Solo Leisure,1,0
British Airways,A320Neo,,July 2023,1,1,4,2,,16th July 2023,"""5 hours and 30 mins but no meal""", (United Kingdom) ,Amman to London,3,Economy Class,1,Solo Leisure,3,3
British Airways,Boeing 777,,July 2023,1,1,4,4,,9th July 2023,"""Things have really deteriorated""", (United Kingdom) ,Chennai to London ,3,Premium Economy,2,Couple Leisure,1,0
British Airways,A321neo,,July 2023,0,0,1,2,,9th July 2023,"""I will never fly this airline again""", (United Kingdom) ,Istanbul to London,2,Economy Class,2,Couple Leisure,1,0
British Airways,,,November 2022,3,3,1,2,,8th July 2023,"""asked for an explanation but have received none""", (United Kingdom) ,London to Edinburgh,2,Economy Class,5,Solo Leisure,2,0
British Airways,Boeing 777 -200,,June 2023,3,4,3,4,,6th July 2023,"""short-changing passengers""", (United Kingdom) ,Kingston to London,5,Premium Economy,4,Family Leisure,3,0
British Airways,Boeing 777-200,,June 2023,3,1,3,1,,5th July 2023,"""Economy is absolutely awful""", (United Kingdom) ,London Heathrow to Cape Town,1,Economy Class,3,Couple Leisure,2,0
British Airways,,,July 2023,0,0,1,1,,5th July 2023,"""Shocking customer service""", (United Kingdom) ,London Heathrow to Ibiza,0,Economy Class,0,Couple Leisure,1,0
British Airways,A380,,June 2023,3,3,1,3,,4th July 2023,"""no representative to help""", (Greece) ,Washington to London,3,Business Class,3,Business,1,0
British Airways,A321,,June 2023,0,1,2,3,,3rd July 2023,"""Boarding was chaotic""", (Greece) ,London Heathrow to Naples,1,Economy Class,4,Couple Leisure,2,0
British Airways,A320,,July 2023,0,3,4,10,yes,2nd July 2023,"""In-line with competitors""", (Greece) ,Berlin to London,5,Economy Class,5,Solo Leisure,5,5
British Airways,,,June 2023,0,0,1,1,,30th June 2023,"""Luggage are still in Glasgow""", (Greece) ,Glasgow to London,1,Economy Class,1,Family Leisure,1,0
British Airways,,,May 2023,0,0,1,1,,29th June 2023,"""whole experience was terrible""", (Greece) ,Dubai to Keflavik via London,1,Economy Class,1,Solo Leisure,1,0
British Airways,A321Neo,,June 2023,1,1,2,2,,29th June 2023,"""preferred to fly on easyJet""", (Greece) ,Cairo to London,1,Economy Class,1,Couple Leisure,1,1
British Airways,,,May 2023,0,3,1,1,,27th June 2023,"""stated it is not their fault""", (Greece) ,London to Madrid,3,Economy Class,3,Solo Leisure,1,0
